NR. CRT.,VIN,DATA INTRARE VO,TIP AUTOVEHICUL,MARCA,MODEL,VERSIUNE,CULOARE,AN FABRICATIE,KM,CAPACITATE CILINDRICA,PUTERE,DATA PRIMEI INMATRICULARI,FURNIZOR,PROVENIENTA,Tip,LOCATIA,PRET CUMPARARE HT LEI,PRET EVALUARE TTC EURO,Data validare pret evaluare,REZERVARI,NR NIR,OBSERVATII,Serie caroserie,Nr inmatriculare vehicul,Discount,VANZARE,Curs ? Dacia,Pret vanzare lei TTC,Pret vanzare lei HT,tva,Data aviz plata,Nr factura,Data factura,Nume cumparator,Conditie interioara,Conditie exterioara,Pret evaluare DVS (TVA inclus),Pret evaluare Retail (TVA inclus),Pret Trade-in (TVA inclus),Stare,Data evaluare,FREVO,Data final garantie,Data actuala,Zile ramase garantie,Rate facturate,Perioada contract,CIV,IESIRE ROL,LIVRATE LA CLIENT,DATA OFERTA ANGAJATI,Data evaluare,Zile stoc / data evaluare,Zile stoc / data intrare,Viteza rotatie
67,VF1RJK00X71376062,27/12/2024,AUTOTURISM,RENAULT,EXPRESS,CONFORT,ALB GLACIER,2023,13,1461,95,12/17/2024,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,PARC BENGA,"52,093.74 lei","15,334.00 ?",,STAR MOTOR SRL,FT18,"COTIERA SCAUN SOFER, PROIECTOARE CEATA, TEMPOMAT, EASY LINK",1376062,B123EGU,3.81%,"14,750.00 ?",5.0019 lei,"73,778.03 lei","61,998.34 lei","11,779.68 lei",3/24/2025,RCRF4005634VO,3/26/2025,STAR MOTOR SRL,,"Cu zgƒrieturi Bara de protectie Spate (Informativ), Plafon inlocuit",,15334,13891,MEDIE,15.02.2025/DK,0,9/12/2026,10/22/2025,325,-,-,CIV,,,-,15.02.2025,#VALUE!,299,89
68,VF1MA000471431295,27/12/2024,AUTOUTILITARA,RENAULT,MASTER,FG L3H2 PR,ALB MINERAL,2023,12,2298,145,INMATRICULARE <06.07.2025,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,PARC BENGA,"91,870.96 lei","27,933.00 ?",,STAR MOTOR SRL,FT18,"FURGON L3H2 PROPULSIE, AER CONDITIONAT, RADIO ENTRY LEVEL, COD ECHIPAMENT",1431295,NEINMATRICULATA,9.25%,"25,350.00 ?",5.0019 lei,"126,798.17 lei","106,553.08 lei","20,245.09 lei",3/24/2025,RCRF4005635VO,3/26/2025,STAR MOTOR SRL,,"Cu zgƒrieturi Aripa Spate stƒnga (Informativ), OTS ROSU!",,27933,25674,F BUNA,15.02.2025/DK,0,10/17/2026,10/22/2025,360,-,-,,,,-,15.02.2025,#VALUE!,299,89
69,VF1MA000471561836,27/12/2024,AUTOUTILITARA,RENAULT,MASTER,FG L3H2 TR,NEGRU NACRE,2023,7,2298,180,INMATRICULARE <06.07.2025,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,PARC BENGA,"96,047.15 lei","28,916.00 ?",,STAR MOTOR SRL,FT18,"FURGON L3H2 TRACTIUNE, ALTERNATOR CU PUTERE MARITA, CARLIG REMORCA, HARTA FULL EUROPA, TREAPTA DE ACCES SPATE, PRIZA ACCESORII, PROIECTOARE CEATA, REGULATOR DE VITEZA, INCALZIRE SCAUN SOFER, SMART PHONE REPLICATION, SCAUN SOFER CU SUSPENSIE REGLABILA PNEUMATICA, R-LINK, SMART PHONE REPLICATION, NAVIGATIE, PARKING ASSIST, WIDE VIEW MIRROR, ",1561836,NEINMATRICULATA,10.08%,"26,000.00 ?",5.0019 lei,"130,049.40 lei","109,285.21 lei","20,764.19 lei",3/24/2025,RCRF4005636VO,3/26/2025,STAR MOTOR SRL,,Defect Bratul stergatorului Fata stƒnga (?nlocuire),,28916,26645,F BUNA,15.02.2025/DK,22,10/26/2026,10/22/2025,369,-,-,,,,-,15.02.2025,#VALUE!,299,89
70,VF1RJA00171583644,27/12/2024,AUTOTURISM,RENAULT,CLIO 5,EQUILIBRE,NOIR ETOILE,2023,12,999,90,INMATRICULARE <06.07.2025,RENAULT COMMERCIAL ROUMANIE QVN,EXTERNA,QVN,PARC BENGA,"48,350.05 lei","15,064.00 ?",,STAR MOTOR SRL,FT18,STANDARD,1583644,NEINMATRICULATA,9.72%,"13,600.00 ?",5.0019 lei,"68,025.84 lei","57,164.57 lei","10,861.27 lei",3/24/2025,RCRF4005637VO,3/26/2025,STAR MOTOR SRL,,Cu zgƒrieturi Bara de protectie Spate (Informativ),,15064,13730,F BUNA,15.02.2025/DK,0,11/8/2027,10/22/2025,747,-,-,,,,-,15.02.2025,#VALUE!,299,89
71,VF1HJD40867425093,20/11/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE ,BLUE IRON,2021,71956,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"9,007.92 ?","14,778.00 ?",12/23/2024,STAR MOTOR SRL,,"4WD, AER CONDITIONAT AUTOMAT, RTFIT",7425093,B110LGH,1.88%,"14,500.00 ?",4.9770 lei,"72,166.50 lei","60,644.12 lei","11,522.38 lei",3/24/2025,30454962,3/26/2025,STAR MOTOR SRL,,"Usa Fata stƒnga Cu adƒncituri & Vops (Informativ), Carcasa oglinda retrovizoare Fata stƒnga Cu zgƒrieturi (Informativ), Bara de protectie Fata Cu zgƒrieturi (Repara?ie), Capota Fata Cu zgƒrieturi (Informativ), Parbriz Fata Perforat (Informativ), Usa Fata dreapta Cu zgƒrieturi (Informativ), Usa Spate dreapta Cu adƒncituri & Vops (Informativ), Aripa Spate dreapta Cu adƒncituri & Vops (Informativ), Jante din aliaj de 17? Spate dreapta Cu zgƒrieturi (Informativ), Plafon Centrala Cu adƒncituri (Informativ), Alte portiuni din caroserie Interior P?tat (Cur??are), Compartiment interior Spate stƒnga Perforat (Informativ), Compartiment interior Spate dreapta Perforat (Informativ), Garnisaj hayon sau portbagaj Spate Cu zgƒrieturi (Informativ), Revizie 13.11.2024/71955km",,14778,13750,BUNA,16.12.2024/DK,, - ,10/22/2025, - ,38,42,CIV,,,-,16.12.2024,#VALUE!,336,126
72,VF1HJD40967321633,25/11/2024,AUTOTURISM,DACIA,DUSTER,PRESTIGE,GRI COMETE,2021,48658,1461,115,6/28/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"9,679.66 ?","15,897.00 ?",12/23/2024,STAR MOTOR SRL,,4WD,7321633,B110WPK,1.24%,"15,700.00 ?",4.9770 lei,"78,138.90 lei","65,662.94 lei","12,475.96 lei",3/24/2025,30454963,3/26/2025,STAR MOTOR SRL,,"Usa Fata stƒnga Cu zgƒrieturi (Informativ), Carcasa oglinda retrovizoare Fata stƒnga Cu zgƒrieturi (Informativ), Aripa Fata stƒnga Cu zgƒrieturi (Informativ), Bara de protectie Fata Repara?ie incorect? (Informativ), Usa Fata dreapta Cu adƒncituri & Vops (Repara?ie), Usa Spate dreapta Cu zgƒrieturi (Informativ), Aripa Spate dreapta Cu zgƒrieturi (Informativ), Bara de protectie Spate Cu zgƒrieturi (Repara?ie), Parbriz Fata Perforat (Informativ), Alte portiuni din caroserie Interior P?tat (Cur??are), Captuseala plafon Centrala Ars (?nlocuire), Garnisaj hayon sau portbagaj Spate Cu zgƒrieturi (Informativ), Placa spate Spate P?tat (Cur??are), Compartiment interior Spate stƒnga Perforat (Informativ), Revopsit bara fata, Revizie 18.06.2024/43590km",,15897,15306,BUNA,16.12.2024/DK,, - ,10/22/2025, - ,37,42,CIV,,,-,16.12.2024,#VALUE!,331,121
73,VF1HJD40267322039,25/11/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRIS HIGHLAND,2021,91783,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"9,109.60 ?","15,005.00 ?",12/23/2024,STAR MOTOR SRL,,"4WD, SCAUNE INCALZITE, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, FUNCTIA MAINI LIBERE, CAMERA VIDEO PARCARE, RTFIT",7322039,B110KYV,3.37%,"14,500.00 ?",4.9770 lei,"72,166.50 lei","60,644.12 lei","11,522.38 lei",3/24/2025,30454964,3/26/2025,STAR MOTOR SRL,,"Usa Fata stƒnga Cu zgƒrieturi (Informativ), Bara de protectie Fata Cu zgƒrieturi (Informativ), Capota Fata Cu zgƒrieturi (Informativ), Aripa Fata dreapta Cu zgƒrieturi (Informativ), Hayon / portbagaj Spate Cu zgƒrieturi (Informativ), Bara de protectie Spate Cu zgƒrieturi (Informativ), Alte portiuni din caroserie Interior P?tat (Cur??are), Compartiment interior Spate stƒnga Perforat (Informativ), Compartiment interior Spate dreapta Perforat (Informativ), Revopsit ambele bare si capota si haion si aripi spate, Revizie 17.09.2024/89184km",,15005,13699,BUNA,16.12.2024/DK,, - ,10/22/2025, - ,40,42,CIV,,,-,16.12.2024,#VALUE!,331,121
74,VF1HJD40267419452,25/11/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRIS HIGHLAND,2021,118940,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"9,109.60 ?","13,240.00 ?",12/20/2024,STAR MOTOR SRL,,"4WD, SCAUNE INCALZITE, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, FUNCTIA MAINI LIBERE, CAMERA VIDEO PARCARE, RTFIT",7419452,B110KNO,-5.74%,"14,000.00 ?",4.9770 lei,"69,678.00 lei","58,552.94 lei","11,125.06 lei",3/24/2025,30454965,3/26/2025,STAR MOTOR SRL,,"Stalp caroserie Stƒnga Cu zgƒrieturi (Informativ), Bara de protectie Fata Cu zgƒrieturi (Repara?ie), Parbriz Fata Str?puns (?nlocuire), Usa Spate dreapta Cu adƒncituri (Repara?ie), Aripa Spate dreapta Cu zgƒrieturi (Repara?ie), Alte accesorii Interior P?tat (Cur??are), Compartiment interior Spate dreapta Str?puns (Informativ), Compartiment interior Spate stƒnga Str?puns (Informativ), Placa spate Spate Neconform (Informativ), Garnisaj hayon sau portbagaj Spate Cu zgƒrieturi (Informativ), Revizie 17.05.2024/98965km",,13240,12995,BUNA,13.12.2024/DK,, - ,10/22/2025, - ,40,42,CIV,,,-,13.12.2024,#VALUE!,331,121
75,VF1HJD20367537092,28/11/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRIS HIGHLAND,2021,27796,999,90,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"7,445.26 ?","12,344.00 ?",12/20/2024,STAR MOTOR SRL,,"2WD, ECO-G",7537092,B110KJL,5.22%,"11,700.00 ?",4.9770 lei,"58,230.90 lei","48,933.53 lei","9,297.37 lei",3/24/2025,30454966,3/26/2025,STAR MOTOR SRL,,"Bara de protectie Fata Repara?ie incorect? (Informativ), Parbriz Fata Cu zgƒrieturi (Informativ), Bara de protectie Spate Repara?ie incorect? (Informativ), Aripa Spate stƒnga Cu adƒncituri (Repara?ie), Alte accesorii Interior P?tat (Cur??are), Revizie 16.09.2024/27786km",,12344,11458,BUNA,13.12.2024/DK,,-,10/22/2025, - ,38,42,CIV,,,-,13.12.2024,#VALUE!,328,118
76,VF1HJD40667418451,28/11/2024,AUTOTURISM,DACIA,DUSTER,PRESTIGE,ORANGE ATACAMA,2021,87893,1461,115,6/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"9,430.45 ?","14,542.00 ?",12/20/2024,STAR MOTOR SRL,,4WD,7418451,B110VXS,-3.15%,"15,000.00 ?",4.9770 lei,"74,655.00 lei","62,735.29 lei","11,919.71 lei",3/24/2025,30454967,3/26/2025,STAR MOTOR SRL,,"Stalp caroserie Stƒnga Cu zgƒrieturi (Informativ), Far Fata stƒnga Cu zgƒrieturi (Informativ), Capota Fata Vopsea s?rit? (Informativ), Parbriz Fata Cu zgƒrieturi (Informativ), Aripa Fata dreapta Cu zgƒrieturi (Informativ), Usa Fata dreapta Cu zgƒrieturi (Informativ), Clapeta rezervor de carburant Spate dreapta Cu zgƒrieturi (Informativ), Aripa Spate dreapta Cu adƒncituri (Informativ), Aripa Spate stƒnga Cu adƒncituri (Informativ), Usa Spate stƒnga Vopsea s?rit? (Informativ), Plafon Centrala Cu adƒncituri (Repara?ie), Alte accesorii Interior P?tat (Cur??are), Garnisaj usi Spate dreapta Cu zgƒrieturi (Informativ), Compartiment interior Spate dreapta Str?puns (Informativ), Placa spate Spate Neconform (Informativ), Compartiment interior Spate stƒnga Str?puns (Informativ), Revizie 04.03.2024/70302km",,14542,13746,BUNA,13.12.2024/DK,,-,10/22/2025, - ,39,42,CIV,,,-,13.12.2024,#VALUE!,328,118
77,VF1HJD40567321886,28/11/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRIS HIGHLAND,2021,55583,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"8,968.93 ?","15,597.00 ?",12/20/2024,STAR MOTOR SRL,,"4WD, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, CAMERA VIDEO
PARCARE, RTFIT",7321886,B110KMN,0.62%,"15,500.00 ?",4.9770 lei,"77,143.50 lei","64,826.47 lei","12,317.03 lei",3/24/2025,30454968,3/26/2025,STAR MOTOR SRL,,"Usa Fata stƒnga Cu adƒncituri (Informativ), Bara de protectie Fata Cu zgƒrieturi (Informativ), Profil bara de protectie Fata Cu zgƒrieturi (Informativ), Capota Fata Cu zgƒrieturi (Informativ), Aripa Fata dreapta Cu zgƒrieturi (Informativ), Usa Fata dreapta Cu zgƒrieturi (Informativ), Aripa Spate dreapta Cu adƒncituri (Informativ), Bara de protectie Spate Repara?ie incorect? (Informativ), Hayon / portbagaj Spate Repara?ie incorect? (Informativ), Aripa Spate stƒnga Cu zgƒrieturi (Informativ), Plafon Centrala Cu adƒncituri (Informativ), Alte accesorii Interior P?tat (Cur??are), Perna textila scaun Fata dreapta Ars (?nlocuire), Compartiment interior Spate dreapta Str?puns (Informativ), Placa spate Spate Neconform (Informativ), Compartiment interior Spate stƒnga Str?puns (Informativ), Bara de protectie Fata Repara?ie incorect? (Informativ), Revizie 22.05.2024/44960km",,15597,14289,BUNA,13.12.2024/DK,,-,10/22/2025, - ,40,42,CIV,,,-,13.12.2024,#VALUE!,328,118
78,VF1HJD40367321899,28/11/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRIS HIGHLAND,2021,42252,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"8,843.30 ?","16,063.00 ?",12/20/2024,STAR MOTOR SRL,,"4WD, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, CAMERA VIDEO
PARCARE, RTFIT",7321899,B110KSY,3.50%,"15,500.00 ?",4.9770 lei,"77,143.50 lei","64,826.47 lei","12,317.03 lei",3/24/2025,30454969,3/26/2025,STAR MOTOR SRL,,"Cric - Lips? (?nlocuire), Usa Fata stƒnga Cu zgƒrieturi (Informativ), Bara de protectie Fata Repara?ie incorect? (Informativ), Capota Fata Cu zgƒrieturi (Informativ), Aripa Spate dreapta Cu zgƒrieturi (Informativ), Bara de protectie Spate Repara?ie incorect? (Informativ), Aripa Spate stƒnga Cu zgƒrieturi (Informativ), Plafon Centrala Cu zgƒrieturi (Informativ), Alte accesorii Interior P?tat (Cur??are), Carlig/Chinga Spate dreapta Lips? (?nlocuire), Placa spate Spate Neconform (Informativ), Revopsit ambele bare, Revizie 04.09.2024/40644km",,16063,14747,BUNA,13.12.2024/DK,,-,10/22/2025, - ,41,42,CIV,,,-,13.12.2024,#VALUE!,328,118
79,VF1HJD40067424892,28/11/2024,AUTOTURISM,DACIA,DUSTER,PRESTIGE,GRIS HIGHLAND,2021,58406,1461,115,6/28/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC AMAT,"9,305.25 ?","15,447.00 ?",12/23/2024,STAR MOTOR SRL,,4WD,7424892,B110WPZ,-0.34%,"15,500.00 ?",4.9770 lei,"77,143.50 lei","64,826.47 lei","12,317.03 lei",3/24/2025,30454970,3/26/2025,STAR MOTOR SRL,,"Carcasa oglinda retrovizoare Fata stƒnga Cu zgƒrieturi (Informativ), Bara de protectie Fata Cu zgƒrieturi (Informativ), Aripa Fata dreapta Cu zgƒrieturi (Informativ), Capota Fata Vopsea s?rit? (Informativ), Usa Fata dreapta Cu zgƒrieturi (Informativ), Usa Spate dreapta Cu zgƒrieturi (Informativ), Aripa Spate dreapta Cu zgƒrieturi (Informativ), Profil bara de protectie Spate Cu zgƒrieturi (Informativ), Aripa Spate stƒnga Cu adƒncituri & Vops (Informativ), Alte portiuni din caroserie Interior P?tat (Cur??are), Placa spate Spate Perforat (?nlocuire), Compartiment interior Spate dreapta Perforat (Informativ), Compartiment interior Spate stƒnga Perforat (Informativ), Mocheta Centrala Ars (Informativ), Revizie 11.09.2024/56042km",,15447,14176,BUNA,16.12.2024/DK,,-,10/22/2025, - ,40,42,CIV,,,-,16.12.2024,#VALUE!,328,118
80,VF1HJD20670197933,06/12/2024,AUTOTURISM,DACIA,DUSTER II F.2,JOURNEY,LICHEN KAKI,2022,38262,1332,150,2/13/2023,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"14,609.12 ?","19,000.00 ?",2/13/2025,STAR MOTOR SRL,,"EDC 2WD, SCAUNE INCALZITE, CAMERA MULTIVIEW, ROATA REZERVA NORMALA, PACHET CONFORT 2",0197933,B116SOX,6.00%,"17,860.00 ?",4.9770 lei,"88,889.22 lei","74,696.82 lei","14,192.40 lei",3/24/2025,30454971,3/26/2025,STAR MOTOR SRL,BUNA,"MICI CIUPITURI PARBRIZ, GRILA BARA FATA DESPRINSA, INFUNDAT USOR USA FATA ST, ZGARIAT USOR BARA FATA, LIPSA REVIZIE IN MANUAL, REVIZIE 25075KM (02.2024)-CONFORM ICM",19000,19071,16903,BUNA,23.01.2025/RS,,1/12/2026,10/22/2025,82,18,36,CIV,,,-,23.01.2025,#VALUE!,320,110
81,VF1HJD40670260798,06/12/2024,AUTOTURISM,DACIA,DUSTER II F.2,JOURNEY+,ARIZONA ORANGE,2022,28725,1332,150,12/12/2022,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"13,652.57 ?","18,700.00 ?",2/13/2025,STAR MOTOR SRL,,4WD,260798,B116CAU,6.00%,"17,578.00 ?",4.9770 lei,"87,485.71 lei","73,517.40 lei","13,968.31 lei",3/24/2025,30454972,3/26/2025,STAR MOTOR SRL,INTERIOR MURDAR-NECESAR IGIENIZARE,"REVOPSIT BARA FATA, MICI CIUPITURI PARBRIZ, CONDENS IN STOP ST+LAMPA MARSARIER, MICI PUNCTE VOPSEA SARITA BARA FATA, CARTE SERVICE 28725KM (02.2025)",18700,19104,17035,BUNA,23.01.2025/RS,100,11/14/2025,10/22/2025,23,22,36,,,,-,23.01.2025,#VALUE!,320,110
82,VF1HJD20767537077,06/12/2024,AUTOTURISM,DACIA,DUSTER,SL BLUELINE ECO-G,GRIS HIGHLAND,2021,46208,999,90,5/12/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"6,569.44 ?","12,500.00 ?",2/13/2025,STAR MOTOR SRL,,"GPL 2WD, AER CONDITIONAT AUTOMAT",7537077,B110HCY,6.00%,"11,750.00 ?",4.9770 lei,"58,479.75 lei","49,142.65 lei","9,337.10 lei",3/24/2025,30454973,3/26/2025,STAR MOTOR SRL,BUNA,"REVOPSIT BARA SPATE+ARIPI SPATE+USI DR, MICI PUNCTE VOPSEA SARITA CAPOTA, CARTE SERVICE 38865KM (06.2024)",12500,13149,11614,BUNA,23.01.2025/RS,, - ,10/22/2025, - ,40,42,CIV,,,-,23.01.2025,#VALUE!,320,110
83,VF1HJD20467536744,06/12/2024,AUTOTURISM,DACIA,DUSTER,COMFORT ECO-G,BRUN VISON,2021,125157,999,90,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"6,928.96 ?","10,800.00 ?",2/13/2025,STAR MOTOR SRL,,"GPL 2WD, SENZORI PARCARE SPATE",7536744,B110KOW,-3.70%,"11,200.00 ?",4.9770 lei,"55,742.40 lei","46,842.35 lei","8,900.05 lei",3/24/2025,30454974,3/26/2025,STAR MOTOR SRL,"INTERIOR MURDAR-NECESAR IGIENIZARE, VOLAN UZAT","MICI PUNCTE VOPSEA SARITA BARA FATA+CAPOTA+ARIPI FATA, MICI CIUPITURI PARBRIZ, ZGARIAT USOR JANTE+BARA FATA, CARTE SERVICE 119362KM (08.2024)",10800,12312,10681,BUNA,23.01.2025/RS,100, - ,10/22/2025, - ,41,42,CIV,,,-,23.01.2025,#VALUE!,320,110
84,VF1HJD40567351132,06/12/2024,AUTOTURISM,DACIA,DUSTER,PRESTIGE,ROUGE FUSION,2021,51881,1461,115,6/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"9,305.25 ?","15,500.00 ?",2/13/2025,STAR MOTOR SRL,,4WD,7351132,B110WGH,6.00%,"14,570.00 ?",4.9770 lei,"72,514.89 lei","60,936.88 lei","11,578.01 lei",3/24/2025,30454975,3/26/2025,STAR MOTOR SRL,INTERIOR MURDAR-NECESAR IGIENIZARE,"A FOST LOVITA IN SPATE, OALA PORTBAGAJ INLOCUITA, REVOPSIT BARA SPATE+HAION, ZGARIAT MUCHIE USI FATA, CARTE SERVICE 45301KM (06.2024)",15500,16795,14850,MEDIE,23.01.2025/RS,100, - ,10/22/2025, - ,40,42,CIV,,,-,23.01.2025,#VALUE!,320,110
85,VF1HJD40469611170,06/12/2024,AUTOTURISM,DACIA,DUSTER II F.2,PRESTIGE,PEARL BLACK,2022,49092,1332,150,7/20/2022,RCI FINANTARE ROMANIA,RCI,VS,PARC SERUS CHIAJNA,"12,204.84 ?","16,200.00 ?",2/13/2025,STAR MOTOR SRL,,"4WD, SCAUNE INCALZITE, PACHET HARTI, CAMERA MULTIVIEW, RTFIT, PACHET CONFORT 2",9611170,B114UMD,6.79%,"15,100.00 ?",4.9770 lei,"75,152.70 lei","63,153.53 lei","11,999.17 lei",3/24/2025,30454976,3/26/2025,STAR MOTOR SRL,INTERIOR MURDAR-NECESAR IGIENIZARE,"PARBRIZ CIOBIT 2CM, LIPSA PLACUTA OVALA, A FOST LOVITA LATERAL DR, USI DR+PRAG DR+STALP DR+ARIPI DR+BARA SPATE+AIRBAG LATERAL+OALA PORTBAGAJ INLOCUITE+REVOPSITE, INFUNDAT USOR 5CM HAION, CARTE SERVICE 47229KM (11.2024)",17000,17187,15327,MEDIE,23.01.2025/RS,100,6/29/2025,10/22/2025,-115,28,36,CIV,,,-,23.01.2025,#VALUE!,320,110
86,VF1HJD40267425252,14/01/2025,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,BLUE IRON,2021,87625,1461,115,5/26/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"8,922.05 ?","16,200.00 ?",2/13/2025,STAR MOTOR SRL,,"4WD, SCAUNE INCALZITE, SENZORI PARCARE SPATE, CAMERA VIDEO PARCARE, RTFIT",7425252,B110LJG,6.00%,"15,228.00 ?",4.9770 lei,"75,789.76 lei","63,688.87 lei","12,100.89 lei",3/24/2025,30454977,3/26/2025,STAR MOTOR SRL,BUNA,"PARBRIZ CIOBIT 2CM, ZGARIAT BARA FATA+JANTA SPATE DR, ZGARIETURI FINE PE AMBELE LATERALE, CARTE SERVIE 68029KM (01.2024), NECESAR REVIZIE 1AN",16200,15508,13578,BUNA,03.02.2025/RS,300, - ,10/22/2025, - ,40,42,CIV,,,-,03.02.2025,#VALUE!,281,71
87,VF1HJD40467425303,14/01/2025,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,BLUE IRON,2021,60492,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"8,843.30 ?","14,500.00 ?",2/13/2025,STAR MOTOR SRL,,"4WD, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, CAMERA VIDEO PARCARE, RTFIT",7425303,B110KVZ,3.45%,"14,000.00 ?",4.9770 lei,"69,678.00 lei","58,552.94 lei","11,125.06 lei",3/24/2025,30454978,3/26/2025,STAR MOTOR SRL,BUNA,"A FOST LOVITA FATA+SPATE, TRAVERSA+OALA PORTBAGAJ INLOCUITE, REVOPSIT AMBELE BARE+ARIPI FATA+CAPOTA+HAION+ARIPA SPATE DR, INFUNDAT 2CM PLAFON, ZGARIAT USOR USA SPATE DR, INFUNDAT USOR PASAJ ARIPA SPATE ST, CARTE SERVICE 51042KM (02.2024), NECESAR REVIZIE 1AN",15000,15694,13784,MEDIE,03.02.2025/RS,300, - ,10/22/2025, - ,41,42,CIV,,,-,03.02.2025,#VALUE!,281,71
88,VF1HJD40167329340,14/01/2025,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRI COMETE,2021,47984,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"8,843.30 ?","16,800.00 ?",2/13/2025,STAR MOTOR SRL,,"4WD, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, CAMERA VIDEO PARCARE, RTFIT",7329340,B110KMH,6.00%,"15,792.00 ?",4.9770 lei,"78,596.78 lei","66,047.72 lei","12,549.07 lei",3/24/2025,30454979,3/26/2025,STAR MOTOR SRL,"INTERIOR MURDAR-NECESAR IGIENIZARE, LIPSA SCRUMIERA+BRICHETA","ZGARIETURI FINE PE AMBELE LATERALE, VOPSEA EXFOLIATA CAPOTA+PLAFON, NECESAR POLISH, CARTE SERVICE 47970KM (12.2024)",16800,15806,13922,BUNA,31.01.2025/RS,400, - ,10/22/2025, - ,41,42,CIV,,,-,31.01.2025,#VALUE!,281,71
89,VF1HJD40467321913,14/01/2025,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,GRIS HIGHLAND,2021,90469,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"8,843.30 ?","16,000.00 ?",2/13/2025,STAR MOTOR SRL,,"4WD, AER CONDITIONAT AUTOMAT, SENZORI PARCARE SPATE, CAMERA VIDEO PARCARE, RTFIT",7321913,B110KZL,6.00%,"15,040.00 ?",4.9770 lei,"74,854.08 lei","62,902.59 lei","11,951.49 lei",3/24/2025,30454980,3/26/2025,STAR MOTOR SRL,BUNA,"REVOPSIT BARA FATA+ARIPA FATA ST, MICI CIUPITURI PARRBRIZ, MARTOR SERVICE APRINS-NECESAR REVIZIE 1AN, CARTE SERVICE 70202KM (02.2024)",16000,15514,13567,BUNA,03.02.2025/RS,300, - ,10/22/2025, - ,41,42,CIV,,,-,03.02.2025,#VALUE!,281,71
90,VF1HJD40467425253,14/01/2025,AUTOTURISM,DACIA,DUSTER,SL BLUELINE,BLUE IRON,2021,51341,1461,115,5/25/2021,RCI FINANTARE ROMANIA,RCI,VS,PARC MAVEXIM GAESTI,"8,796.42 ?","16,500.00 ?",2/13/2025,STAR MOTOR SRL,,"4WD, SCAUNE INCALZITE, SENZORI PARCARE SPATE, CAMERA VIDEO PARCARE, RTFIT",7425253,B110LHG,6.00%,"15,510.00 ?",4.9770 lei,"77,193.27 lei","64,868.29 lei","12,324.98 lei",3/24/2025,30454981,3/26/2025,STAR MOTOR SRL,BUNA,"PARBRIZ CIOBIT 2CM, RVOPSIT BARA FATA+LATERALA DR, CARTE SERVIE 45699KM (06.2024)",16500,15748,13871,BUNA,03.02.2025/RS,0, - ,10/22/2025, - ,41,44,CIV,,,-,03.02.2025,#VALUE!,281,71
